Race Name,Distance,Street,Road,Paved,Asphalt,Path,Cycleway,Unpaved,State Road,Cobblestones,Unknown,Compacted Gravel,Off-grid (unknown),Singletrack,Access Road,Alpine,Net Gain,Lowest Elevation,Highest Elevation,Vertical Gain,Downhill
2021 La Vuelta ciclista a Espana Stage 1,69.9,,,,,,,,,,,,,,,,,856,938,90,90
2021 La Vuelta ciclista a Espana Stage 10,190,,,,,,,,,,,,,,,,-40,1,606,2360,2400
2021 La Vuelta ciclista a Espana Stage 11,133.45,1.05,67.3,1.17,132,,,,65.1,,,,,,,,580,296,1090,2580,2000
2021 La Vuelta ciclista a Espana Stage 12,175,,,,,,,,,,,,,,,,-480,88,691,1970,2450
2021 La Vuelta ciclista a Espana Stage 13,203.908,1.89,157,13.5,188,0.528,,0.528,43.3,,1.66,,1.19,,,,-260,252,658,1430,1690
2021 La Vuelta ciclista a Espana Stage 14,165.801,0.101,76.5,44.1,122,,,,89.2,,,,,,,,1310,252,1571,3370,2060
2021 La Vuelta ciclista a Espana Stage 15,197.223,0.923,174,1.01,197,,,,22.3,,,,,,,,760,266,1569,3900,3140
2021 La Vuelta ciclista a Espana Stage 16,180.037,2.95,81.2,10.9,168,0.593,0.81,,94.3,0.488,0.844,,0.184,,,,10,,346,2020,2010
2021 La Vuelta ciclista a Espana Stage 17,186.22,,83,,185,,,,102,,1.22,,1.22,,,,1000,22,1109,4900,3900
2021 La Vuelta ciclista a Espana Stage 18,162.807,0.282,141,0.892,161,,,,20.9,,0.705,,0.625,,,,1670,43,1762,4960,3290
2021 La Vuelta ciclista a Espana Stage 19,191.554,4.9,55.3,1.58,188,,,,131,,1.92,,0.242,,0.112,,260,2,960,3410,3150
2021 La Vuelta ciclista a Espana Stage 2,166,,,,,,,,,,,,,,,,-50,789,928,1030,1080
2021 La Vuelta ciclista a Espana Stage 20,201.229,0.417,149,32.3,169,,0.212,,51.6,0.224,,,,,,,490,1,629,4190,3700
2021 La Vuelta ciclista a Espana Stage 21,34,,,,,,,,,,,,,,,,250,5,293,660,410
2021 La Vuelta ciclista a Espana Stage 3,201.657,0.557,121,8.29,194,,,,80.1,,,,,,,,400,537,1499,2840,2440
2021 La Vuelta ciclista a Espana Stage 4,163.3,,52.3,,164,,,,111,,,,,,,,160,892,1292,1430,1270
2021 La Vuelta ciclista a Espana Stage 5,184.848,3.47,57.1,3.23,181,0.278,,0.278,124,,0.336,,,,,,-100,675,843,570,670
2021 La Vuelta ciclista a Espana Stage 6,158.708,0.772,129,11.8,147,,0.236,,28.7,0.132,,,,,,,-500,,675,910,1410
2021 La Vuelta ciclista a Espana Stage 7,151.548,0.312,130,14.9,136,,,,20.7,,0.536,,0.536,,,,960,37,1027,3670,2710
2021 La Vuelta ciclista a Espana Stage 8,173.42,6.33,53.6,4.82,160,,3.19,0.295,106,,8.31,,4.3,,,,10,-3,210,1010,1000
2021 La Vuelta ciclista a Espana Stage 9,188.625,12.2,138,1.44,162,0.325,,0.325,25.5,,24.2,,12.6,,,,1310,200,1969,4620,3310
2021 Ladies Tour of Norway Stage 1,141.17,3.43,35.8,3.49,137,0.35,1.59,,100,,0.35,,,,,,-30,10,178,1210,1240
2021 Ladies Tour of Norway Stage 2,145.065,,40.8,3.79,141,,0.265,,104,,,,,,,,-70,51,197,1260,1330
2021 Ladies Tour of Norway Stage 3,144.938,1.31,78.1,7.31,130,0.459,10.7,1.14,48.4,,6.71,,5.79,0.633,0.179,,780,3,791,1830,1050
2021 Ladies Tour of Norway Stage 4,141.417,0.247,86.9,7.12,134,,1.57,,52.7,,0.128,,,,,,-90,1,176,1170,1260
2021 Latvian Road National Championships,116.2,15,54.3,1.84,99.6,19.3,13.1,4.55,,,14.8,,14.5,4.55,,,,72,188,1310,1310
2021 Le Samyn des Dames,91.099,20.2,63.7,29.1,50.4,,4.2,,2.31,10.9,0.689,,0.689,,,,60,32,143,650,590
2021 Le Samyn,205.33,26.4,131,41.4,148,,38.8,,7.95,14.5,1.2,,1.18,,,,70,23,143,1230,1160
2021 Le Tour de Bretagne Stage 1,159.707,0.707,159,45.8,114,,,,,,,,,,,,100,58,333,2140,2040
2021 Le Tour de Bretagne Stage 2,171.87,4.23,133,33.6,133,,5.64,,29,,,5.64,,,,,-60,54,253,1810,1870
2021 Le Tour de Bretagne Stage 3,171,,,,,,,,,,,,,,,,-30,24,168,1980,2010
2021 Le Tour de Bretagne Stage 4,168.185,,164,53.2,114,,,,3.86,,0.325,,0.325,,,,10,3,144,1070,1060
2021 Le Tour de Bretagne Stage 5,216.778,0.778,216,56.6,152,,,,,,,8.34,,,,,10,12,248,1750,1740
2021 Le Tour de Bretagne Stage 6,167,,,,,,,,,,,,,,,,50,10,174,1630,1580
2021 Le Tour de Bretagne Stage 7,159.342,6.84,146,20.6,134,,2.62,,2.91,3.59,0.972,,0.972,,,,10,5,120,1380,1370
2021 Le Tour de Savoie Mont Blanc Prologue,5.68,,5.16,3.73,1.94,0.137,,,0.383,,,,,,,,,545,711,160,160
2021 Le Tour de Savoie Mont Blanc Stage 1,121.665,4.51,83.2,18.2,103,,0.364,,33.4,,0.245,,0.191,,,,570,436,1609,2790,2220
2021 Le Tour de Savoie Mont Blanc Stage 2,150,,,,,,,,,,,,,,,,1240,492,2636,3700,2460
2021 Le Tour de Savoie Mont Blanc Stage 3,127.24,4.23,73.4,4.3,123,,1.71,,47.9,,,,,,,,670,687,1528,3490,2820
2021 Le Tour de Savoie Mont Blanc Stage 4,122.827,0.721,118,0.207,122,,2.11,,0.986,,1.01,,1.01,,,,1150,466,2065,4390,3240
2021 Liege - Bastogne - Liege Femmes,140.43,7.63,96.9,5.88,134,,6,,29.9,0.162,,,,,,,-450,63,568,2070,2520
2021 Liege - Bastogne - Liege,258.992,8.03,174,13.2,245,,11.1,,65.4,0.162,0.462,,0.462,,,,-40,63,568,4110,4150
2021 Lillehammer GP,132.534,0.253,113,0.639,131,,0.881,,18.4,,0.248,,,,,,740,122,967,2600,1860
2021 Lituanian Road National Championships - ITT,24.7,,24.7,,24.7,,,,,,,,,,,,,105,142,150,150
2021 Lituanian Road National Championships,116.2,15,54.3,1.84,99.6,19.3,13.1,4.55,,,14.8,,14.5,4.55,,,,72,188,1310,1310
2021 Lotto Belgium Tour Prologue,4.375,,0.105,,4.38,,4.27,,,,,,,,,,-10,234,264,30,40
2021 Lotto Belgium Tour Stage 1,102,,,,,,,,,,,,,,,,,-1,5,140,140
2021 Lotto Belgium Tour Stage 2,135.342,25.6,109,27,91.8,,0.742,,,17,,,,,,,-10,23,98,1210,1220
2021 Lotto Belgium Tour Stage 3,100,26.5,37.9,34.9,56.2,,35.6,,,8.88,,,,,,,20,14,107,1070,1050
2021 Lotto Thueringen ladies Tour Stage 1,87.736,5.08,79.4,21.6,65,,2.75,,,0.612,0.506,,0.506,,,,-50,207,300,830,880
2021 Lotto Thueringen ladies Tour Stage 2,124,,,,,,,,,,,,,,,,-70,178,342,1210,1280
2021 Lotto Thueringen ladies Tour Stage 3,116.42,1.37,88.1,1.83,110,1.86,1.16,0.896,20.4,0.367,3.56,,3.53,,,,80,210,628,1570,1490
2021 Lotto Thueringen ladies Tour Stage 4,101.49,7.99,93.5,7.2,94.2,,,,,0.112,,,,,,,-20,288,428,1170,1190
2021 Lotto Thueringen ladies Tour Stage 5,143.555,9.22,114,2.88,136,0.235,3.6,0.235,16.5,3.74,,,,,,,,190,440,1760,1760
2021 Lotto Thueringen ladies Tour Stage 6,97.5,,,,,,,,,,,,,,,,10,263,460,840,830
2021 Luxembourg Road National Championship,175,,,,,,,,,,175,,175,,,,,306,336,2600,2600
2021 Luxembourg Road National Championships - ITT,19.5,,19.5,,19.5,,,,,,,,,,,,-10,364,481,260,270
2021 Luxembourg Road National Championships,145.2,,94.3,17.5,126,18.9,,1.98,32,,,,,,,,,325,500,2190,2190
2021 Manavgat Side Junior Stage 1,101,,,,,,,,,,,,,,,,-20,,101,680,700
2021 Manavgat Side Junior Stage 2,6.32,,6.32,,6.32,,,,,,,,,,,,,1,29,50,50
2021 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 1,10.069,0.115,9.41,,9.5,0.344,,,,0.273,0.2,,0.2,,,,,273,327,80,80
2021 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 2,121,,,,,,,,,,,,,,,,,251,776,1650,1650
2021 Medzinarodne dni cyklistiky Dubnica nad Vahom Stage 3,131.604,7.73,113,9.9,118,,,1.25,10.7,,2.32,0.542,0.174,,,,,224,773,2150,2150
2021 Memorial Marco Pantani,199.27,11,179,30.1,164,,1.37,,3.07,,4.84,,4.83,,,,-60,-1,448,2900,2960
2021 Menen Kemmel Menen,139.8,28.8,51.8,41.6,97.5,,59.2,,,0.603,,,,,,,,13,18,170,170
2021 Mercan'Tour Classic Alpes-Maritimes,150.05,,140,4.19,144,,3.08,,5.58,,1.39,,1.39,,,,1170,147,1679,4650,3480
2021 Milano - Torino,190,,,,,,,,,,,,,,,,540,114,668,1890,1350
2021 Milano-Sanremo,299,,,,,,,,,,,,,,,,-90,3,520,2020,2110
2021 Miron Women's WorldTour Ronde van Drenthe,158,,,,,,,,,,,,,,,,,,38,470,470
2021 Mont Ventoux Denivele Challenge,152.133,,106,3.45,149,,35.2,,10.6,,0.339,,0.333,,,,1650,217,1894,4630,2980
2021 Namibian Road National Championships - ITT,44.304,0.234,1.37,,0.34,,,1.03,,,43,,42.7,,,,,1491,1590,220,220
2021 Namibian Road National Championships,147.79,,3.69,,1.12,3.1,,5.67,,,141,,141,,,,,1458,1589,720,720
2021 Navarra Women's Elite Classics,123.605,6.44,67.5,11.4,109,4.29,,1.23,45.2,,0.529,1.36,0.175,,,,,337,673,1680,1680
2021 Netherlands Road National Championships,123,,,,,,,,,,,,,,,,,11,42,760,760
2021 New Zealand Cycle Classic Stage 1,10.2,,10.2,5.64,4.56,,,,,,,,,,,,,123,153,30,30
2021 New Zealand Cycle Classic Stage 2,158.07,1.07,157,157,0.929,,,,,,,,,,,,70,103,274,1140,1070
2021 New Zealand Cycle Classic Stage 3,128,,128,91.6,36.4,,,,,,,,,,,,-60,29,165,670,730
2021 New Zealand Cycle Classic Stage 4,123.63,,122,107,17.3,,1.63,,,,,,,,,,320,68,414,1580,1260
2021 New Zealand Cycle Classic Stage 5,42.3,6.45,27.2,27.2,6.45,,,,,,8.65,,8.65,,,,,8,15,330,330
2021 New Zealand Road National Championships - ITT,44,,44,44,,,,,,,,,,,,,,59,121,240,240
2021 New Zealand Road National Championships,173.86,3.86,170,171,3.22,,,,,,,,,,,,,40,228,1940,1940
2021 Norwegian Road National Championships - ITT,49.9,,,,49.9,,,,49.9,,,,,,,,,182,236,370,370
2021 Norwegian Road National Championships,147.9,,69.8,,148,,,,78.1,,,,,,,,,11,64,1740,1740
2021 Oberosterreichrundfahrt Prologue,0.558,0.249,,,,,0.309,,,0.588,,,,,,,10,260,283,10,
2021 Oberosterreichrundfahrt Stage 1,164.444,0.35,163,1.11,163,0.145,0.653,,0.296,,,,,,,,220,322,762,2290,2070
2021 Oberosterreichrundfahrt Stage 2,147.16,1.24,113,6.27,141,,0.52,,32.4,,,,,,,,490,260,863,2340,1850
2021 Oberosterreichrundfahrt Stage 3,124,,,,,,,,,,,,,,,,1120,272,1382,2550,1430
2021 Oita Urban Classic,149.62,27,116,,116,,,,,,33.7,,6.62,,,,-10,48,120,1740,1750
2021 Okolo jiznich Cech ,2.264,1.75,,,1.35,0.125,,,,0.517,0.389,,0.389,,,,,467,481,10,10
2021 Okolo Slovenska ,0.743,,,,0.743,,0.743,,,,,,,,,,,212,216,,
2021 Omloop Het Nieuwsblad Elite,200,,,,,,,,,,,,,,,,,6,106,1580,1580
2021 Omloop Het Nieuwsblad-vrouwen elite ,124,,,,,,,,,,,,,,,,,6,106,980,980
2021 Omloop van de Westhoek - Memorial Stive Vermaut,133.598,18.4,69.2,58.2,68.1,,45.7,,0.298,7.27,,,,,,,20,,47,440,420
2021 Omloop van het Houtland Middelkerke-Lichtervelde,189.3,14.8,121,89.5,100,,49.8,,3.7,,,,,,,,20,,45,400,380
2021 One Belt One Road Nation's Cup Hungary Prologue,3.94,,,,,,,,,,,,,,,,,104,110,10,10
2021 One Belt One Road Nation's Cup Hungary Stage 1-1,90,,,,,,,,,,,,,,,,10,103,111,100,90
2021 One Belt One Road Nation's Cup Hungary Stage 1-2,40.87,3.17,37.7,9.23,31.7,,,,,,,,,,,,,90,97,60,60
2021 One Belt One Road Nation's Cup Hungary Stage 2,107,,,,,,,,,,,,,,,,10,93,113,210,200
2021 Orlen Grand Prix Stage 1,140,,,,,,,,,,,,,,,,-30,103,184,600,630
2021 Orlen Grand Prix Stage 2,124,,,,,,,,,,,,,,,,-30,107,160,510,540
2021 Oxyclean Classic Brugge-De Panne,203,,,,,,,,,,,,,,,,-10,-3,35,340,350
2021 Pan American Youth Games - ITT,27.238,0.838,10.9,0.838,26.5,,,,15.5,,,,,,,,-60,962,1034,90,150
2021 Pan American Youth Games,72.6,,,,,,,,,,,,,,,,430,953,1406,680,250
2021 Paraguayan Road National Championships - ITT,38.63,3.53,35.1,1.93,32.1,,,1.19,,,3.48,,,,,,,59,65,70,70
2021 Paraguayan Road National Championships,110.96,6.96,104,4.8,96.2,,,3.42,,,6.96,,,,,,,59,65,160,160
2021 Paris - Bourges,194.031,0.494,173,16.8,177,,2.82,,17.4,,0.317,,0.317,,,,10,124,391,1810,1800
2021 Paris - Camembert,210.353,5.29,174,50.5,159,,9.14,,21.6,,0.323,,0.323,,,,50,17,257,2430,2380
2021 Paris - Roubaix Juniors,110.462,9.73,82.5,12.6,67.6,0.569,15.2,1.05,0.983,27.7,1.99,,1.48,0.388,,,10,15,70,270,260
2021 Paris - Tours Elite,212.616,9.27,181,21.1,182,8.19,6.05,6.17,7.47,,0.636,2.32,0.636,,,,-90,40,213,1120,1210
2021 Paris - Tours Espoirs,176.016,10.7,143,21.1,146,8.13,5.48,6.11,8.07,,0.636,2.32,0.636,,,,-100,40,213,1010,1110
2021 Paris - Troyes,181.69,2.67,170,2.72,179,,1.25,,7.77,,,,,,,,-10,96,249,2050,2060
2021 Paris-Mantes Cycliste,164.69,9.7,124,27.8,137,,4.79,,26.2,,,,,,,,-10,14,178,1540,1550
2021 Paris-Nice Stage 1,166,,,,,,,,,,,,,,,,40,50,181,1540,1500
2021 Paris-Nice Stage 2,188.246,1.61,127,3.98,183,,2.61,,56.2,,0.826,,0.826,,,,60,41,185,990,930
2021 Paris-Nice Stage 3,14.34,2.37,10.9,4.46,9.85,,1.07,,,,,,,,,,10,126,181,100,90
2021 Paris-Nice Stage 4,188.027,6.48,181,9.56,177,,,,,,0.547,,0.547,,,,510,177,697,3370,2860
2021 Paris-Nice Stage 5,199.549,0.147,66.3,3.04,196,,6.93,,126,,0.172,,0.172,,,,-260,39,409,890,1150
2021 Paris-Nice Stage 6,201.742,0.252,158,0.626,200,,1.99,0.838,41.5,,,,,,,,-130,15,1134,3210,3340
2021 Paris-Nice Stage 7,119.3,,103,0.373,119,,,,16.3,,,,,,,,1380,135,1499,3190,1810
2021 Paris-Nice Stage 8,92.63,,79.8,1.45,89.6,,2.9,,8.29,,1.64,,1.64,,,,340,113,524,2190,1850
2021 Paris-Roubaix Femmes,117,,,,,,,,,,,,,,,,-10,15,70,300,310
2021 Paris-Roubaix,257,,,,,,,,,,,,,,,,-40,15,161,1180,1220
2021 Per Sempre Alfredo,161.077,4.48,121,5.55,155,,0.197,,35.4,,0.118,,,,,,-10,42,522,2060,2070
2021 Polish National Road Championships - ITT,46.61,,42,4.61,42,,4.61,,,,,,,,,,,163,204,330,330
2021 Polish National Road Championships,133,,,,,,,,,,,,,,,,,135,260,1060,1060
2021 Portugal Road National Championships - ITT,30.47,1.93,19.3,7.27,23.2,,,,9.24,,,,,,,,,86,196,280,280
2021 Portugal Road National Championships,108.75,3.15,67.9,33.7,75,,,,37.7,,,,,,,,-10,270,390,1200,1210
2021 PostNord Danmark Rundt - Tour of Denmark Stage 1,175,,,,,,,,,,,,,,,,-20,-2,50,400,420
2021 PostNord Danmark Rundt - Tour of Denmark Stage 2,190,,,,,,,,,,,,,,,,50,-2,66,810,760
2021 PostNord Danmark Rundt - Tour of Denmark Stage 3,219,,,,,,,,,,,,,,,,60,3,106,1620,1560
2021 PostNord Danmark Rundt - Tour of Denmark Stage 4,188,,,,,,,,,,,,,,,,-30,1,89,1170,1200
2021 PostNord Danmark Rundt - Tour of Denmark Stage 5,10.523,,0.583,9.94,0.583,,9.94,,,,,,,,,,,6,14,30,30
2021 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Prologue,2.436,2.1,,0.434,1.12,,0.336,,,0.882,,,,,,,,36,41,,
2021 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 1,118.673,,100,18.1,101,,0.573,,18.1,,,,,,,,,11,311,540,540
2021 Premondiale Giro Toscana Int. Femminile - Memorial Michela Fanini Stage 2,125,,,,,,,,,,,,,,,,20,14,206,1100,1080
2021 Presidential Cycling Tour of Turkey Stage 1,72.6,,,,,,,,,,,,,,,,,1001,1138,300,300
2021 Presidential Cycling Tour of Turkey Stage 2,144.774,,88.4,1.75,142,0.166,0.974,,54.6,,0.8,,0.634,,,,,1001,1485,1230,1230
2021 Presidential Cycling Tour of Turkey Stage 3,213,,,,,,,,,,,,,,,,-1120,1,1536,2300,3420
2021 Presidential Cycling Tour of Turkey Stage 4,184,,,,,,,,,,,,,,,,,-1,71,810,810
2021 Presidential Cycling Tour of Turkey Stage 5,160.27,3.15,30.5,0.62,157,,,0.167,124,,2.62,,2.62,0.167,,,1780,,1830,3180,1400
2021 Presidential Cycling Tour of Turkey Stage 6,129.62,,8.62,0.972,128,,,,121,,,,,,,,,2,269,1630,1630
2021 Presidential Cycling Tour of Turkey Stage 7,180,,,,180,,,,180,,,,,,,,-20,,770,2730,2750
2021 Presidential Cycling Tour of Turkey Stage 8,160.788,2.17,0.618,2.65,157,,,,158,,0.364,,,,,,-80,,280,1570,1650
2021 Primus Classic,197,,,,,,,,,,,,,,,,-30,10,157,1640,1670
2021 Prueba Villafranca - Ordiziako Klasika,166,,,,,,,,,,,,,,,,,93,402,2320,2320
2021 Puchar Mon,157.5,13.9,126,,157,,,,17.6,,,,,,,,,136,165,470,470
2021 PWZ Zuidenveld Tour,203,,,,,,,,,,,,,,,,,4,28,360,360
2021 Qatar Road National Championships - ITT,24.7,,,,24.7,,24.7,,,,,,,,,,10,7,17,40,30
2021 Qatar Road National Championships,77.47,,70.1,,70.1,,,,,,7.37,,7.37,,,,,4,43,300,300
2021 Rent Liv Lobet Skive,187.336,8.28,136,21.1,166,,39,0.239,3.81,,0.253,,0.246,0.239,,,,,47,1130,1130
2021 Road Elite Caribbean Cycling Championship - ITT,40.317,,40.2,,40.2,,,,,,0.117,,0.117,,,,,37,48,110,110
2021 Road Elite Caribbean Cycling Championship,131.234,0.117,131,0.117,131,,,,,,0.117,,0.117,,,,,37,48,350,350
2021 Ronde de l'Isard Stage 1,168,,,,,,,,,,,,,,,,-60,75,305,1150,1210
2021 Ronde de l'Isard Stage 2,167.973,0.173,128,4.08,163,,,,39.8,,,,,,,,480,101,605,1420,940
2021 Ronde de l'Isard Stage 3,134.466,0.759,118,18.9,114,1.29,1.24,1.29,13,,0.177,,0.177,,,,60,382,1564,2610,2550
2021 Ronde de l'Isard Stage 4,148.662,,90.3,6.45,142,,7.57,0.573,50.6,,0.203,,,0.418,0.192,,1580,171,1787,2510,930
2021 Ronde de l'Isard Stage 5,158,,,,,,,,,,,,,,,,200,189,1575,2670,2470
2021 Ronde de Mouscron,125.95,31.5,57.7,27.2,98.7,,35.1,,1.65,,0.111,,,,,,,21,64,950,950
2021 Ronde van de Achterhoek,206,,,,,,,,,,,,,,,,-20,8,77,510,530
2021 Ronde van Vlaanderen - Tour des Flandres,254,,,,,,,,,,,,,,,,,,165,2170,2170
2021 Royal Bernard Drome Classic,178.961,6.2,146,30.2,148,,0.801,,25.6,,0.458,,0.36,,,,-60,111,516,2380,2440
2021 Ruota d'Oro - GP Festa del Perdono,171,,,,,,,,,,,,,,,,,130,324,1830,1830
2021 Russian Road National Championship - ITT,48.24,,1.21,,46.4,,,,45.2,,1.83,,1.83,,,,,159,242,360,360
2021 Russian Road National Championship,192,,,,,,,,,,,,,,,,,149,266,2480,2480
2021 Sazka Tour Stage 1,151,,,,,,,,,,,,,,,,,224,645,1580,1580
2021 Sazka Tour Stage 2,203.582,12.3,152,4.14,199,,0.791,,38.3,,0.235,,0.191,,,,690,258,1014,3300,2610
2021 Sazka Tour Stage 3,142.98,5.48,100,3.18,140,,,,37.5,,,,,,,,970,249,1319,3030,2060
2021 Sazka Tour Stage 4,173.7,15.1,110,6.99,167,,1.5,,47.1,,,,,,,,-40,273,1007,3070,3110
2021 Scheldeprijs vrouwen elite,135,,,,,,,,,,,,,,,,,3,33,280,280
2021 Scheldeprijs,194,,,,,,,,,,,,,,,,10,-2,33,360,350
2021 Setmana Ciclista Valenciana Stage 1,125.692,1.55,103,2.2,123,,,0.226,20.8,,0.342,,0.342,,,,-70,14,385,1600,1670
2021 Setmana Ciclista Valenciana Stage 2,130.26,4.58,107,17.7,111,0.89,,,16.4,,1.86,,1.39,,,,20,29,792,2030,2010
2021 Setmana Ciclista Valenciana Stage 3,108.286,1.49,36.3,13.6,86.3,5.17,0.426,1.5,58,,6.9,,6.9,,,,-30,1,221,660,690
2021 Setmana Ciclista Valenciana Stage 4,113.378,0.278,103,0.109,113,,,,10.1,,0.278,,,,,,-130,1,1030,2080,2210
2021 Settimana Ciclistica Italiana Stage 1,155.225,2.74,90.4,4.46,150,,1.79,,59.9,,0.395,,0.395,,,,230,2,552,2250,2020
2021 Settimana Ciclistica Italiana Stage 2,185.137,0.138,171,,185,,,,13.8,,0.199,,0.199,,,,-150,1,877,2410,2560
2021 Settimana Ciclistica Italiana Stage 3,180.65,1.01,112,0.591,176,,,,64.6,0.59,3.04,,3.04,,,,,-2,552,1520,1520
2021 Settimana Ciclistica Italiana Stage 4,167.66,1.4,116,,165,,,,47.8,,2.46,,2.46,,,,,-1,627,2530,2530
2021 Settimana Ciclistica Italiana Stage 5,170,,,,,,,,,,,,,,,,-20,,540,1900,1920
2021 Settimana Internazionale Coppi e Bartali Stage 1-1,98,,,,,,,,,,,,,,,,10,,170,580,570
2021 Settimana Internazionale Coppi e Bartali Stage 1-2,10.944,,10,4.82,6.13,,0.944,,,,,,,,,,10,2,22,20,10
2021 Settimana Internazionale Coppi e Bartali Stage 2,163,,,,,,,,,,,,,,,,290,23,369,3010,2720
2021 Settimana Internazionale Coppi e Bartali Stage 3,139.075,0.959,137,0.673,137,,0.85,,,,0.562,,0.266,,,,,1,1007,3010,3010
2021 Settimana Internazionale Coppi e Bartali Stage 4,153.7,11.1,119,21.9,131,,,,23.6,1.1,,,,,,,130,85,652,3970,3840
2021 Settimana Internazionale Coppi e Bartali Stage 5,157.646,0.557,152,3.65,153,,1.21,,3.48,,0.399,,0.399,,,,,25,359,2480,2480
2021 Sibiu Cycling Tour Prologue,259,,,,,,,,,,,,,,,,,421,430,10,10
2021 Sibiu Cycling Tour Stage 1,176.3,,84.6,,176,,,,91.7,,,,,,,,960,251,1431,2810,1850
2021 Sibiu Cycling Tour Stage 2,187.02,0.13,111,0.257,187,,1.39,,74.5,,,,,,,,1580,324,2031,3110,1530
2021 Sibiu Cycling Tour Stage 3,202.486,0.583,101,,201,,0.628,,99.3,0.118,1.06,,0.975,,,,20,243,585,1650,1630
2021 Simac Ladies Tour Prologue,236,,,,,,,,,,,,,,,,10,24,43,20,10
2021 Simac Ladies Tour Stage 1,136,,,,,,,,,,,,,,,,,-1,44,270,270
2021 Simac Ladies Tour Stage 2,17.066,0.106,12.2,1.18,15.8,,4.76,,,,,,,,,,,15,20,20,20
2021 Simac Ladies Tour Stage 3,121.15,1.7,118,40.8,79.9,,1.45,,,,,,,,,,,29,45,210,210
2021 Simac Ladies Tour Stage 4,149.96,11.1,124,31.5,109,2.26,6.62,,,1.04,8.24,,5.98,,,,30,56,110,1610,1580
2021 Simac Ladies Tour Stage 5,153,,,,,,,,,,,,,,,,-40,20,80,1560,1600
2021 Skoda-Tour de Luxembourg Stage 1,139.375,0.949,109,,139,,0.126,,29.3,0.674,,,,,,,70,182,519,1930,1860
2021 Skoda-Tour de Luxembourg Stage 2,182.693,1.29,137,,182,,1.31,,42.9,0.315,0.193,0.22,0.193,0.228,,,190,252,544,3310,3120
2021 Skoda-Tour de Luxembourg Stage 3,188.748,2.6,122,0.781,187,0.141,7.68,,55.7,,0.627,,0.627,,,,80,139,408,2200,2120
2021 Skoda-Tour de Luxembourg Stage 4,254,,,,,,,,,,,,,,,,,275,403,300,300
2021 Skoda-Tour de Luxembourg Stage 5,183,,,,,,,,,,,,,,,,100,188,517,3240,3140
2021 Slovakian Road National Championship - ITT,40.4,,40.4,,40.4,,,,,,,,,,,,,203,259,240,240
2021 Slovakian Road National Championship,95.9,,,,,,,,,,,,,,,,,196,352,640,640
2021 Slovenian Road National Championships - ITT,31.4,,,,,,,,,,,,,,,,-20,-6,27,330,350
2021 Slovenian Road National Championships,172.797,0.253,159,41.8,123,,4.93,,0.254,,8.36,,8.36,,,,,-4,95,1730,1730
2021 South African Road National Championships - ITT,35.6,,35.6,,35.6,,,,,,,,,,,,,116,268,470,470
2021 South African Road National Championships,178.09,4.09,174,6.72,172,,,,,,,,,,,,,101,421,2110,2110
2021 Spanish Road National Championships - ITT,31.978,0.278,31.7,,31.7,,,,,,0.278,,,,,,,82,373,480,480
2021 Spanish Road National Championships,107.02,,75.3,3.32,104,,3.32,,28.4,,,,,,,,-10,95,675,2170,2180
2021 SPAR Flanders Diamond Tour,136.9,11.9,45,97.5,31.8,,80,,,7.58,,,,,,,,4,8,230,230
2021 Sparkassen Munsterland Giro,188,,,,,,,,,,,,,,,,40,36,163,930,890
2021 Strade Bianche,183.851,4.59,154,12.2,110,0.318,,50.3,24.5,,0.443,10.7,0.443,,,,80,139,460,2870,2790
2021 Swedish Road National Championships - ITT,31.8,,31.8,,31.8,,,,,,,,,,,,,226,287,200,200
2021 Swedish Road National Championships,192.4,92.4,,,36.3,,,,,,156,,100,,,,,39,60,800,800
2021 Swiss Road National Championship,175,,,,,,,,,,175,,175,,,,,306,336,2600,2600
2021 Swiss Road National Championships - ITT,39.574,0.298,38.3,1.39,38.2,0.976,,,,,,,,,,,,774,909,570,570
2021 Swiss Road National Championships,159.02,19.7,132,96.9,61.8,7.32,,,,,,,,,,,,483,562,1090,1090
2021 TF GD Dorigo MO Biemmereti MO Ettore e Cristiano Floriani MO Emilio Mazzero,134.92,15.8,113,43.8,89.5,,1.96,,2.14,,2.02,,2.02,,,,,98,262,1590,1590
2021 Tirreno-Adriatico Stage 1,156.43,,126,,155,,,,28.9,,1.53,,1.53,,,,,-1,222,1200,1200
2021 Tirreno-Adriatico Stage 2,203.321,0.272,123,3.65,199,,,,79.8,,0.249,,0.249,,,,540,-2,545,2370,1830
2021 Tirreno-Adriatico Stage 3,219.628,1.02,192,7.43,212,,,,26.4,,0.208,,0.208,,,,230,158,640,2960,2730
2021 Tirreno-Adriatico Stage 4,148.098,0.338,38.1,1.66,144,,1.58,,106,,2.03,,1.96,,0.12,,1240,216,1450,3110,1870
2021 Tirreno-Adriatico Stage 5,205.232,4.38,99.4,21.7,174,0.852,1.11,0.909,91.7,,8.3,,7.79,,,,80,1,200,2350,2270
2021 Tirreno-Adriatico Stage 6,170,,,,,,,,,,,,,,,,-280,1,314,1660,1940
2021 Tirreno-Adriatico Stage 7,102,,,,,,,,,,,,,,,,,2,4,20,20
